component_id,batch_id,batch_id_was_missing,property_name,property_unit,property_value,property_value_numeric,is_numeric_property_value
Противоизносная_присадка_2,typical,False,"Массовая доля фосфора, ASTM D6481",% масс,7.8,7.8,True
Противоизносная_присадка_2,typical,False,"Массовая доля цинка, ASTM D6481",% масс,9.0,9.0,True
Противоизносная_присадка_2,typical,False,Номер CAS,,нет,,False
Противоизносная_присадка_2,typical,False,Разветвленность радикала / радикалов,,"изобутил - 75%, 2-этилгексил - 25%",,False
Противоизносная_присадка_2,typical,False,"Содержание других элементов (например, бора)",,"0,05 (B)",,False
Противоизносная_присадка_2,typical,False,Тип спиртового радикала,,Первичный,,False
Противоизносная_присадка_2,typical,False,"Щелочное число, ASTM D2896",мг KOH/г,10,10.0,True
Противоизносная_присадка_20,02976.22,False,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,8.99,8.99,True
Противоизносная_присадка_20,02976.22,False,"Массовая доля кальция, ASTM D6481",% масс,0.001,0.001,True
Противоизносная_присадка_20,02976.22,False,"Массовая доля серы, ASTM D6481",% масс,15.97,15.97,True
Противоизносная_присадка_20,02976.22,False,"Массовая доля фосфора, ASTM D6481",% масс,8.719,8.719,True
Противоизносная_присадка_20,02976.22,False,"Массовая доля цинка, ASTM D6481",% масс,9.179,9.179,True
Противоизносная_присадка_20,typical,False,Атомное отношение P:Zn,,0.91,0.91,True
Противоизносная_присадка_20,typical,False,Номер CAS,,нет,,False
Противоизносная_присадка_20,typical,False,Разветвленность радикала / радикалов,,i-C6/i-C3,,False
Противоизносная_присадка_20,typical,False,Тип спиртового радикала,,Вторичный,,False
Противоизносная_присадка_21,01578.24,False,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,17.03,17.03,True
Противоизносная_присадка_21,01578.24,False,"Массовая доля кальция, ASTM D6481",% масс,0.01,0.01,True
Противоизносная_присадка_21,01578.24,False,"Массовая доля серы, ASTM D6481",% масс,17.682,17.682,True
Противоизносная_присадка_21,01578.24,False,"Массовая доля фосфора, ASTM D6481",% масс,8.09,8.09,True
Противоизносная_присадка_21,01578.24,False,"Массовая доля цинка, ASTM D6481",% масс,9.696,9.696,True
Противоизносная_присадка_21,typical,False,Атомное отношение P:Zn,,0.83,0.83,True
Противоизносная_присадка_21,typical,False,Номер CAS,,нет,,False
Противоизносная_присадка_21,typical,False,Разветвленность радикала / радикалов,,Бутилоизопропиловый эфир,,False
Противоизносная_присадка_21,typical,False,Тип спиртового радикала,,Первичный,,False
Противоизносная_присадка_21,typical,False,"Щелочное число, ASTM D2896",мг KOH/г,20.4,20.4,True
Противоизносная_присадка_22,typical,False,Атомное отношение P:Zn,,0.99,0.99,True
Противоизносная_присадка_22,typical,False,"Массовая доля серы, ASTM D6481",% масс,19.0,19.0,True
Противоизносная_присадка_22,typical,False,"Массовая доля фосфора, ASTM D6481",% масс,9.5,9.5,True
Противоизносная_присадка_22,typical,False,"Массовая доля цинка, ASTM D6481",% масс,9.6,9.6,True
Противоизносная_присадка_22,typical,False,Номер CAS,,68442-22-8,,False
Противоизносная_присадка_22,typical,False,Разветвленность радикала / радикалов,,"изобутил, 2-этилгексил",,False
Противоизносная_присадка_22,typical,False,Тип спиртового радикала,,Первичный,,False
Противоизносная_присадка_24,02360.22,False,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,11.81,11.81,True
Противоизносная_присадка_24,02360.22,False,"Массовая доля кальция, ASTM D6481",% масс,0.007,0.007,True
Противоизносная_присадка_24,02360.22,False,"Массовая доля серы, ASTM D6481",% масс,16.1,16.1,True
Противоизносная_присадка_24,02360.22,False,"Массовая доля фосфора, ASTM D6481",% масс,7.7,7.7,True
Противоизносная_присадка_24,02360.22,False,"Массовая доля цинка, ASTM D6481",% масс,9,9.0,True
Противоизносная_присадка_24,02360.22,False,"Щелочное число, ГОСТ 11362",мг KOH/г,20.85,20.85,True
Противоизносная_присадка_24,typical,False,Атомное отношение P:Zn,,0.87,0.87,True
Противоизносная_присадка_24,typical,False,Номер CAS,,нет,,False
Противоизносная_присадка_24,typical,False,Разветвленность радикала / радикалов,,Бутилооктиловый эфир,,False
Противоизносная_присадка_24,typical,False,Тип спиртового радикала,,Первичный,,False
Противоизносная_присадка_25,COMP-2024-0018-M,False,"Массовая доля серы, ASTM D6481",% масс,16.16,16.16,True
Противоизносная_присадка_25,COMP-2024-0018-M,False,"Массовая доля фосфора, ASTM D6481",% масс,8.62,8.62,True
Противоизносная_присадка_25,COMP-2024-0018-M,False,"Массовая доля цинка, ASTM D6481",% масс,9.12,9.12,True
Противоизносная_присадка_25,typical,False,Атомное отношение P:Zn,,0.95,0.95,True
Противоизносная_присадка_25,typical,False,Номер CAS,,нет,,False
Противоизносная_присадка_25,typical,False,Разветвленность радикала / радикалов,,метилизобутилкарбинол,,False
Противоизносная_присадка_25,typical,False,Тип спиртового радикала,,Вторичный,,False
Противоизносная_присадка_26,COMP-2024-0017-M,False,"Массовая доля кальция, ASTM D6481",% масс,0,0.0,True
Противоизносная_присадка_26,COMP-2024-0017-M,False,"Массовая доля серы, ASTM D6481",% масс,16.5,16.5,True
Противоизносная_присадка_26,COMP-2024-0017-M,False,"Массовая доля фосфора, ASTM D6481",% масс,8.45,8.45,True
Противоизносная_присадка_26,COMP-2024-0017-M,False,"Массовая доля цинка, ASTM D6481",% масс,9.19,9.19,True
Противоизносная_присадка_26,typical,False,Атомное отношение P:Zn,,0.92,0.92,True
Противоизносная_присадка_26,typical,False,Номер CAS,,нет,,False
Противоизносная_присадка_26,typical,False,Разветвленность радикала / радикалов,,метилизобутилкарбинол,,False
Противоизносная_присадка_26,typical,False,Тип спиртового радикала,,Вторичный,,False
Противоизносная_присадка_27,01363.24,False,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,9.4,9.4,True
Противоизносная_присадка_27,01363.24,False,Массовая доля кальция | ASTM D6481,% масс,0.005,0.005,True
Противоизносная_присадка_27,01363.24,False,Массовая доля серы | ASTM D6481,% масс,18.99,18.99,True
